sezon,mecz,data,wynik,status,runda,druzyna_domowa,druzyna_goscinna,bramki_domowe,bramki_goscinne
LIQUI MOLY HBL 2022/23,Bergischer HC vs MT Melsungen,2023-02-12 15:05,28:27,Final,Round: 19,Bergischer HC,MT Melsungen,28,27
LIQUI MOLY HBL 2022/23,ASV Hamm-Westfalen vs Füchse Berlin,2023-02-12 15:05,29:32,Final,Round: 19,ASV Hamm-Westfalen,Füchse Berlin,29,32
LIQUI MOLY HBL 2022/23,TBV Lemgo Lippe vs SC Magdeburg,2023-02-12 13:00,28:34,Final,Round: 19,TBV Lemgo Lippe,SC Magdeburg,28,34
LIQUI MOLY HBL 2022/23,HSG Wetzlar vs TSV Hannover-Burgdorf,2023-02-09 18:05,24:31,Final,Round: 19,HSG Wetzlar,TSV Hannover-Burgdorf,24,31
LIQUI MOLY HBL 2022/23,FRISCH AUF! Göppingen vs HC Erlangen,2023-02-09 18:05,31:25,Final,Round: 19,FRISCH AUF! Göppingen,HC Erlangen,31,25
LIQUI MOLY HBL 2022/23,GWD Minden vs Rhein-Neckar Löwen,2023-02-09 18:05,29:40,Final,Round: 19,GWD Minden,Rhein-Neckar Löwen,29,40
LIQUI MOLY HBL 2022/23,VfL Gummersbach vs TBV Lemgo Lippe,2023-02-09 18:05,28:29,Final,Round: 20,VfL Gummersbach,TBV Lemgo Lippe,28,29
LIQUI MOLY HBL 2022/23,SG Flensburg-Handewitt vs HSG Wetzlar,2022-12-27 18:05,34:24,Final,Round: 18,SG Flensburg-Handewitt,HSG Wetzlar,34,24
LIQUI MOLY HBL 2022/23,TSV Hannover-Burgdorf vs Bergischer HC,2022-12-27 18:05,30:32,Final,Round: 18,TSV Hannover-Burgdorf,Bergischer HC,30,32
LIQUI MOLY HBL 2022/23,Füchse Berlin vs SC DHfK Leipzig,2022-12-27 18:05,28:22,Final,Round: 18,Füchse Berlin,SC DHfK Leipzig,28,22
LIQUI MOLY HBL 2022/23,HC Erlangen vs TVB Stuttgart,2022-12-27 18:05,31:28,Final,Round: 18,HC Erlangen,TVB Stuttgart,31,28
LIQUI MOLY HBL 2022/23,VfL Gummersbach vs Handball Sport Verein Hamburg,2022-12-27 18:05,31:30,Final,Round: 18,VfL Gummersbach,Handball Sport Verein Hamburg,31,30
LIQUI MOLY HBL 2022/23,THW Kiel vs GWD Minden,2022-12-26 19:00,36:29,Final,Round: 18,THW Kiel,GWD Minden,36,29
LIQUI MOLY HBL 2022/23,MT Melsungen vs TBV Lemgo Lippe,2022-12-26 17:00,20:19,Final,Round: 18,MT Melsungen,TBV Lemgo Lippe,20,19
LIQUI MOLY HBL 2022/23,Rhein-Neckar Löwen vs ASV Hamm-Westfalen,2022-12-26 15:00,37:27,Final,Round: 18,Rhein-Neckar Löwen,ASV Hamm-Westfalen,37,27
LIQUI MOLY HBL 2022/23,SC Magdeburg vs FRISCH AUF! Göppingen,2022-12-26 13:00,33:29,Final,Round: 18,SC Magdeburg,FRISCH AUF! Göppingen,33,29
LIQUI MOLY HBL 2022/23,SC DHfK Leipzig vs Bergischer HC,2022-12-18 18:00,27:32,Final,Round: 17,SC DHfK Leipzig,Bergischer HC,27,32
LIQUI MOLY HBL 2022/23,SG Flensburg-Handewitt vs THW Kiel,2022-12-18 13:00,36:23,Final,Round: 17,SG Flensburg-Handewitt,THW Kiel,36,23
LIQUI MOLY HBL 2022/23,HSG Wetzlar vs Rhein-Neckar Löwen,2022-12-18 13:00,23:29,Final,Round: 17,HSG Wetzlar,Rhein-Neckar Löwen,23,29
LIQUI MOLY HBL 2022/23,FRISCH AUF! Göppingen vs TSV Hannover-Burgdorf,2022-12-18 13:00,33:29,Final,Round: 17,FRISCH AUF! Göppingen,TSV Hannover-Burgdorf,33,29
LIQUI MOLY HBL 2022/23,VfL Gummersbach vs Füchse Berlin,2022-12-18 13:00,28:30,Final,Round: 17,VfL Gummersbach,Füchse Berlin,28,30
LIQUI MOLY HBL 2022/23,SC Magdeburg vs HC Erlangen,2022-12-17 17:30,31:28,Final,Round: 17,SC Magdeburg,HC Erlangen,31,28
LIQUI MOLY HBL 2022/23,VfL Gummersbach vs TSV Hannover-Burgdorf,2022-12-15 18:05,27:34,Final,Round: 13,VfL Gummersbach,TSV Hannover-Burgdorf,27,34
LIQUI MOLY HBL 2022/23,MT Melsungen vs GWD Minden,2022-12-15 18:05,31:28,Final,Round: 17,MT Melsungen,GWD Minden,31,28
LIQUI MOLY HBL 2022/23,TVB Stuttgart vs Handball Sport Verein Hamburg,2022-12-15 18:05,22:28,Final,Round: 17,TVB Stuttgart,Handball Sport Verein Hamburg,22,28
LIQUI MOLY HBL 2022/23,ASV Hamm-Westfalen vs TBV Lemgo Lippe,2022-12-15 18:05,25:30,Final,Round: 17,ASV Hamm-Westfalen,TBV Lemgo Lippe,25,30
LIQUI MOLY HBL 2022/23,THW Kiel vs MT Melsungen,2022-12-11 15:05,24:22,Final,Round: 16,THW Kiel,MT Melsungen,24,22
LIQUI MOLY HBL 2022/23,TSV Hannover-Burgdorf vs TVB Stuttgart,2022-12-11 15:05,27:22,Final,Round: 16,TSV Hannover-Burgdorf,TVB Stuttgart,27,22
LIQUI MOLY HBL 2022/23,Rhein-Neckar Löwen vs FRISCH AUF! Göppingen,2022-12-11 15:05,36:33,Final,Round: 16,Rhein-Neckar Löwen,FRISCH AUF! Göppingen,36,33
LIQUI MOLY HBL 2022/23,Bergischer HC vs SG Flensburg-Handewitt,2022-12-11 15:05,18:31,Final,Round: 16,Bergischer HC,SG Flensburg-Handewitt,18,31
LIQUI MOLY HBL 2022/23,Füchse Berlin vs SC Magdeburg,2022-12-11 13:00,31:32,Final,Round: 16,Füchse Berlin,SC Magdeburg,31,32
LIQUI MOLY HBL 2022/23,GWD Minden vs SC DHfK Leipzig,2022-12-10 17:00,28:29,Final,Round: 16,GWD Minden,SC DHfK Leipzig,28,29
LIQUI MOLY HBL 2022/23,Handball Sport Verein Hamburg vs ASV Hamm-Westfalen,2022-12-08 19:05,32:25,Final,Round: 16,Handball Sport Verein Hamburg,ASV Hamm-Westfalen,32,25
LIQUI MOLY HBL 2022/23,TBV Lemgo Lippe vs HSG Wetzlar,2022-12-08 18:05,34:29,Final,Round: 16,TBV Lemgo Lippe,HSG Wetzlar,34,29
LIQUI MOLY HBL 2022/23,HC Erlangen vs VfL Gummersbach,2022-12-08 18:05,31:37,Final,Round: 16,HC Erlangen,VfL Gummersbach,31,37
LIQUI MOLY HBL 2022/23,SC Magdeburg vs TBV Lemgo Lippe,2022-12-04 15:05,37:33,Final,Round: 15,SC Magdeburg,TBV Lemgo Lippe,37,33
LIQUI MOLY HBL 2022/23,MT Melsungen vs Bergischer HC,2022-12-04 15:05,22:22,Final,Round: 15,MT Melsungen,Bergischer HC,22,22
LIQUI MOLY HBL 2022/23,SC DHfK Leipzig vs SG Flensburg-Handewitt,2022-12-04 15:05,31:30,Final,Round: 15,SC DHfK Leipzig,SG Flensburg-Handewitt,31,30
LIQUI MOLY HBL 2022/23,ASV Hamm-Westfalen vs TSV Hannover-Burgdorf,2022-12-04 15:05,29:29,Final,Round: 15,ASV Hamm-Westfalen,TSV Hannover-Burgdorf,29,29
LIQUI MOLY HBL 2022/23,HSG Wetzlar vs THW Kiel,2022-12-04 13:00,25:31,Final,Round: 15,HSG Wetzlar,THW Kiel,25,31
LIQUI MOLY HBL 2022/23,HC Erlangen vs Füchse Berlin,2022-12-03 19:30,28:30,Final,Round: 15,HC Erlangen,Füchse Berlin,28,30
LIQUI MOLY HBL 2022/23,FRISCH AUF! Göppingen vs Handball Sport Verein Hamburg,2022-12-01 17:05,26:26,Final,Round: 15,FRISCH AUF! Göppingen,Handball Sport Verein Hamburg,26,26
LIQUI MOLY HBL 2022/23,TVB Stuttgart vs GWD Minden,2022-12-01 17:05,27:23,Final,Round: 15,TVB Stuttgart,GWD Minden,27,23
LIQUI MOLY HBL 2022/23,VfL Gummersbach vs Rhein-Neckar Löwen,2022-12-01 17:05,29:32,Final,Round: 15,VfL Gummersbach,Rhein-Neckar Löwen,29,32
LIQUI MOLY HBL 2022/23,SG Flensburg-Handewitt vs TVB Stuttgart,2022-11-27 15:05,29:25,Final,Round: 14,SG Flensburg-Handewitt,TVB Stuttgart,29,25
LIQUI MOLY HBL 2022/23,TBV Lemgo Lippe vs HC Erlangen,2022-11-27 15:05,34:27,Final,Round: 14,TBV Lemgo Lippe,HC Erlangen,34,27
LIQUI MOLY HBL 2022/23,Bergischer HC vs FRISCH AUF! Göppingen,2022-11-27 15:05,28:26,Final,Round: 14,Bergischer HC,FRISCH AUF! Göppingen,28,26
LIQUI MOLY HBL 2022/23,Handball Sport Verein Hamburg vs SC Magdeburg,2022-11-27 15:05,28:30,Final,Round: 14,Handball Sport Verein Hamburg,SC Magdeburg,28,30
LIQUI MOLY HBL 2022/23,THW Kiel vs VfL Gummersbach,2022-11-27 13:00,31:28,Final,Round: 14,THW Kiel,VfL Gummersbach,31,28
LIQUI MOLY HBL 2022/23,TSV Hannover-Burgdorf vs HSG Wetzlar,2022-11-24 18:05,23:26,Final,Round: 14,TSV Hannover-Burgdorf,HSG Wetzlar,23,26
LIQUI MOLY HBL 2022/23,Rhein-Neckar Löwen vs Füchse Berlin,2022-11-24 18:05,32:34,Final,Round: 14,Rhein-Neckar Löwen,Füchse Berlin,32,34
LIQUI MOLY HBL 2022/23,SC DHfK Leipzig vs MT Melsungen,2022-11-24 18:05,40:33,Final,Round: 14,SC DHfK Leipzig,MT Melsungen,40,33
LIQUI MOLY HBL 2022/23,GWD Minden vs ASV Hamm-Westfalen,2022-11-24 18:05,32:23,Final,Round: 14,GWD Minden,ASV Hamm-Westfalen,32,23
LIQUI MOLY HBL 2022/23,TVB Stuttgart vs SC DHfK Leipzig,2022-11-20 17:00,26:33,Final,Round: 13,TVB Stuttgart,SC DHfK Leipzig,26,33
LIQUI MOLY HBL 2022/23,Füchse Berlin vs TBV Lemgo Lippe,2022-11-20 15:00,32:26,Final,Round: 13,Füchse Berlin,TBV Lemgo Lippe,32,26
LIQUI MOLY HBL 2022/23,MT Melsungen vs SG Flensburg-Handewitt,2022-11-20 13:00,25:25,Final,Round: 13,MT Melsungen,SG Flensburg-Handewitt,25,25
LIQUI MOLY HBL 2022/23,HSG Wetzlar vs Handball Sport Verein Hamburg,2022-11-19 19:30,28:30,Final,Round: 13,HSG Wetzlar,Handball Sport Verein Hamburg,28,30
LIQUI MOLY HBL 2022/23,HC Erlangen vs Rhein-Neckar Löwen,2022-11-19 19:30,30:33,Final,Round: 13,HC Erlangen,Rhein-Neckar Löwen,30,33
LIQUI MOLY HBL 2022/23,ASV Hamm-Westfalen vs Bergischer HC,2022-11-19 19:30,27:31,Final,Round: 13,ASV Hamm-Westfalen,Bergischer HC,27,31
LIQUI MOLY HBL 2022/23,SC Magdeburg vs THW Kiel,2022-11-19 17:00,33:34,Final,Round: 13,SC Magdeburg,THW Kiel,33,34
LIQUI MOLY HBL 2022/23,FRISCH AUF! Göppingen vs GWD Minden,2022-11-17 18:00,26:29,Final,Round: 13,FRISCH AUF! Göppingen,GWD Minden,26,29
LIQUI MOLY HBL 2022/23,HC Erlangen vs THW Kiel,2022-11-16 19:30,27:34,Final,Round: 9,HC Erlangen,THW Kiel,27,34
LIQUI MOLY HBL 2022/23,TVB Stuttgart vs SC Magdeburg,2022-11-16 17:30,28:32,Final,Round: 10,TVB Stuttgart,SC Magdeburg,28,32
LIQUI MOLY HBL 2022/23,SC DHfK Leipzig vs ASV Hamm-Westfalen,2022-11-13 17:15,33:23,Final,Round: 12,SC DHfK Leipzig,ASV Hamm-Westfalen,33,23
LIQUI MOLY HBL 2022/23,Handball Sport Verein Hamburg vs Füchse Berlin,2022-11-13 17:15,28:37,Final,Round: 12,Handball Sport Verein Hamburg,Füchse Berlin,28,37
LIQUI MOLY HBL 2022/23,THW Kiel vs FRISCH AUF! Göppingen,2022-11-13 15:05,30:26,Final,Round: 12,THW Kiel,FRISCH AUF! Göppingen,30,26
LIQUI MOLY HBL 2022/23,MT Melsungen vs TVB Stuttgart,2022-11-13 15:05,33:26,Final,Round: 12,MT Melsungen,TVB Stuttgart,33,26
LIQUI MOLY HBL 2022/23,Bergischer HC vs VfL Gummersbach,2022-11-13 15:05,30:30,Final,Round: 12,Bergischer HC,VfL Gummersbach,30,30
LIQUI MOLY HBL 2022/23,GWD Minden vs HSG Wetzlar,2022-11-13 15:05,26:29,Final,Round: 12,GWD Minden,HSG Wetzlar,26,29
LIQUI MOLY HBL 2022/23,Rhein-Neckar Löwen vs TBV Lemgo Lippe,2022-11-13 13:00,37:28,Final,Round: 12,Rhein-Neckar Löwen,TBV Lemgo Lippe,37,28
LIQUI MOLY HBL 2022/23,SG Flensburg-Handewitt vs HC Erlangen,2022-11-12 19:30,31:29,Final,Round: 12,SG Flensburg-Handewitt,HC Erlangen,31,29
LIQUI MOLY HBL 2022/23,Füchse Berlin vs TSV Hannover-Burgdorf,2022-11-10 18:05,32:30,Final,Round: 11,Füchse Berlin,TSV Hannover-Burgdorf,32,30
LIQUI MOLY HBL 2022/23,HSG Wetzlar vs SC DHfK Leipzig,2022-11-10 18:05,24:25,Final,Round: 11,HSG Wetzlar,SC DHfK Leipzig,24,25
LIQUI MOLY HBL 2022/23,TBV Lemgo Lippe vs GWD Minden,2022-11-10 18:05,30:27,Final,Round: 11,TBV Lemgo Lippe,GWD Minden,30,27
LIQUI MOLY HBL 2022/23,HC Erlangen vs Handball Sport Verein Hamburg,2022-11-10 18:05,35:29,Final,Round: 11,HC Erlangen,Handball Sport Verein Hamburg,35,29
LIQUI MOLY HBL 2022/23,VfL Gummersbach vs SG Flensburg-Handewitt,2022-11-10 18:05,31:29,Final,Round: 11,VfL Gummersbach,SG Flensburg-Handewitt,31,29
LIQUI MOLY HBL 2022/23,FRISCH AUF! Göppingen vs MT Melsungen,2022-11-09 19:30,23:29,Final,Round: 11,FRISCH AUF! Göppingen,MT Melsungen,23,29
LIQUI MOLY HBL 2022/23,SC Magdeburg vs Rhein-Neckar Löwen,2022-11-09 17:30,32:32,Final,Round: 11,SC Magdeburg,Rhein-Neckar Löwen,32,32
LIQUI MOLY HBL 2022/23,ASV Hamm-Westfalen vs THW Kiel,2022-11-08 18:00,24:37,Final,Round: 11,ASV Hamm-Westfalen,THW Kiel,24,37
LIQUI MOLY HBL 2022/23,SC DHfK Leipzig vs FRISCH AUF! Göppingen,2022-11-06 15:05,25:26,Final,Round: 10,SC DHfK Leipzig,FRISCH AUF! Göppingen,25,26
LIQUI MOLY HBL 2022/23,Bergischer HC vs HSG Wetzlar,2022-11-06 15:05,24:23,Final,Round: 10,Bergischer HC,HSG Wetzlar,24,23
LIQUI MOLY HBL 2022/23,Handball Sport Verein Hamburg vs Rhein-Neckar Löwen,2022-11-06 15:05,40:37,Final,Round: 10,Handball Sport Verein Hamburg,Rhein-Neckar Löwen,40,37
LIQUI MOLY HBL 2022/23,GWD Minden vs Füchse Berlin,2022-11-06 13:00,32:27,Final,Round: 10,GWD Minden,Füchse Berlin,32,27
LIQUI MOLY HBL 2022/23,THW Kiel vs TBV Lemgo Lippe,2022-11-05 19:30,32:33,Final,Round: 10,THW Kiel,TBV Lemgo Lippe,32,33
LIQUI MOLY HBL 2022/23,SG Flensburg-Handewitt vs ASV Hamm-Westfalen,2022-11-03 18:05,37:23,Final,Round: 10,SG Flensburg-Handewitt,ASV Hamm-Westfalen,37,23
LIQUI MOLY HBL 2022/23,TSV Hannover-Burgdorf vs HC Erlangen,2022-11-03 18:05,29:28,Final,Round: 10,TSV Hannover-Burgdorf,HC Erlangen,29,28
LIQUI MOLY HBL 2022/23,MT Melsungen vs VfL Gummersbach,2022-11-03 18:05,28:22,Final,Round: 10,MT Melsungen,VfL Gummersbach,28,22
LIQUI MOLY HBL 2022/23,SC Magdeburg vs SC DHfK Leipzig,2022-10-30 15:05,32:24,Final,Round: 9,SC Magdeburg,SC DHfK Leipzig,32,24
LIQUI MOLY HBL 2022/23,Rhein-Neckar Löwen vs TSV Hannover-Burgdorf,2022-10-30 15:05,32:31,Final,Round: 9,Rhein-Neckar Löwen,TSV Hannover-Burgdorf,32,31
LIQUI MOLY HBL 2022/23,TBV Lemgo Lippe vs Handball Sport Verein Hamburg,2022-10-30 15:05,28:32,Final,Round: 9,TBV Lemgo Lippe,Handball Sport Verein Hamburg,28,32
LIQUI MOLY HBL 2022/23,HSG Wetzlar vs SG Flensburg-Handewitt,2022-10-30 13:00,22:27,Final,Round: 9,HSG Wetzlar,SG Flensburg-Handewitt,22,27
LIQUI MOLY HBL 2022/23,Füchse Berlin vs Bergischer HC,2022-10-29 18:30,29:27,Final,Round: 9,Füchse Berlin,Bergischer HC,29,27
LIQUI MOLY HBL 2022/23,FRISCH AUF! Göppingen vs TVB Stuttgart,2022-10-27 17:05,24:25,Final,Round: 9,FRISCH AUF! Göppingen,TVB Stuttgart,24,25
LIQUI MOLY HBL 2022/23,ASV Hamm-Westfalen vs MT Melsungen,2022-10-27 17:05,18:28,Final,Round: 9,ASV Hamm-Westfalen,MT Melsungen,18,28
LIQUI MOLY HBL 2022/23,VfL Gummersbach vs GWD Minden,2022-10-27 17:05,26:22,Final,Round: 9,VfL Gummersbach,GWD Minden,26,22
LIQUI MOLY HBL 2022/23,MT Melsungen vs HSG Wetzlar,2022-10-23 14:05,21:19,Final,Round: 8,MT Melsungen,HSG Wetzlar,21,19
LIQUI MOLY HBL 2022/23,SC DHfK Leipzig vs Füchse Berlin,2022-10-23 14:05,26:31,Final,Round: 8,SC DHfK Leipzig,Füchse Berlin,26,31
LIQUI MOLY HBL 2022/23,TVB Stuttgart vs ASV Hamm-Westfalen,2022-10-23 14:05,29:20,Final,Round: 8,TVB Stuttgart,ASV Hamm-Westfalen,29,20
LIQUI MOLY HBL 2022/23,Handball Sport Verein Hamburg vs VfL Gummersbach,2022-10-23 14:05,34:31,Final,Round: 8,Handball Sport Verein Hamburg,VfL Gummersbach,34,31
LIQUI MOLY HBL 2022/23,THW Kiel vs Rhein-Neckar Löwen,2022-10-23 12:00,32:29,Final,Round: 8,THW Kiel,Rhein-Neckar Löwen,32,29
LIQUI MOLY HBL 2022/23,SG Flensburg-Handewitt vs FRISCH AUF! Göppingen,2022-10-22 18:30,27:24,Final,Round: 8,SG Flensburg-Handewitt,FRISCH AUF! Göppingen,27,24
LIQUI MOLY HBL 2022/23,GWD Minden vs HC Erlangen,2022-10-22 18:30,25:32,Final,Round: 8,GWD Minden,HC Erlangen,25,32
LIQUI MOLY HBL 2022/23,TSV Hannover-Burgdorf vs TBV Lemgo Lippe,2022-10-22 16:30,29:25,Final,Round: 8,TSV Hannover-Burgdorf,TBV Lemgo Lippe,29,25
LIQUI MOLY HBL 2022/23,SC Magdeburg vs MT Melsungen,2022-10-09 14:05,27:23,Final,Round: 7,SC Magdeburg,MT Melsungen,27,23
LIQUI MOLY HBL 2022/23,TBV Lemgo Lippe vs SG Flensburg-Handewitt,2022-10-09 14:05,26:21,Final,Round: 7,TBV Lemgo Lippe,SG Flensburg-Handewitt,26,21
LIQUI MOLY HBL 2022/23,VfL Gummersbach vs SC DHfK Leipzig,2022-10-09 14:05,36:36,Final,Round: 7,VfL Gummersbach,SC DHfK Leipzig,36,36
LIQUI MOLY HBL 2022/23,Füchse Berlin vs THW Kiel,2022-10-09 12:00,34:26,Final,Round: 7,Füchse Berlin,THW Kiel,34,26
LIQUI MOLY HBL 2022/23,ASV Hamm-Westfalen vs FRISCH AUF! Göppingen,2022-10-08 18:30,32:28,Final,Round: 7,ASV Hamm-Westfalen,FRISCH AUF! Göppingen,32,28
LIQUI MOLY HBL 2022/23,TSV Hannover-Burgdorf vs Handball Sport Verein Hamburg,2022-10-06 17:05,28:27,Final,Round: 7,TSV Hannover-Burgdorf,Handball Sport Verein Hamburg,28,27
LIQUI MOLY HBL 2022/23,Rhein-Neckar Löwen vs GWD Minden,2022-10-06 17:05,37:25,Final,Round: 7,Rhein-Neckar Löwen,GWD Minden,37,25
LIQUI MOLY HBL 2022/23,HSG Wetzlar vs TVB Stuttgart,2022-10-06 17:05,32:24,Final,Round: 7,HSG Wetzlar,TVB Stuttgart,32,24
LIQUI MOLY HBL 2022/23,HC Erlangen vs Bergischer HC,2022-10-06 17:05,30:27,Final,Round: 7,HC Erlangen,Bergischer HC,30,27
LIQUI MOLY HBL 2022/23,THW Kiel vs Handball Sport Verein Hamburg,2022-10-02 14:05,40:28,Final,Round: 6,THW Kiel,Handball Sport Verein Hamburg,40,28
LIQUI MOLY HBL 2022/23,FRISCH AUF! Göppingen vs VfL Gummersbach,2022-10-02 14:05,29:28,Final,Round: 6,FRISCH AUF! Göppingen,VfL Gummersbach,29,28
LIQUI MOLY HBL 2022/23,TVB Stuttgart vs Bergischer HC,2022-10-02 14:05,27:26,Final,Round: 11,TVB Stuttgart,Bergischer HC,27,26
LIQUI MOLY HBL 2022/23,MT Melsungen vs Füchse Berlin,2022-10-02 12:00,29:32,Final,Round: 6,MT Melsungen,Füchse Berlin,29,32
LIQUI MOLY HBL 2022/23,SG Flensburg-Handewitt vs SC Magdeburg,2022-10-01 16:30,35:34,Final,Round: 6,SG Flensburg-Handewitt,SC Magdeburg,35,34
LIQUI MOLY HBL 2022/23,TVB Stuttgart vs TBV Lemgo Lippe,2022-09-29 17:05,32:28,Final,Round: 6,TVB Stuttgart,TBV Lemgo Lippe,32,28
LIQUI MOLY HBL 2022/23,Bergischer HC vs Rhein-Neckar Löwen,2022-09-29 17:05,26:27,Final,Round: 6,Bergischer HC,Rhein-Neckar Löwen,26,27
LIQUI MOLY HBL 2022/23,GWD Minden vs TSV Hannover-Burgdorf,2022-09-29 17:05,34:35,Final,Round: 6,GWD Minden,TSV Hannover-Burgdorf,34,35
LIQUI MOLY HBL 2022/23,ASV Hamm-Westfalen vs HSG Wetzlar,2022-09-29 17:05,23:29,Final,Round: 6,ASV Hamm-Westfalen,HSG Wetzlar,23,29
LIQUI MOLY HBL 2022/23,SC Magdeburg vs GWD Minden,2022-09-25 14:05,39:25,Final,Round: 5,SC Magdeburg,GWD Minden,39,25
LIQUI MOLY HBL 2022/23,TBV Lemgo Lippe vs SC DHfK Leipzig,2022-09-25 14:05,29:29,Final,Round: 5,TBV Lemgo Lippe,SC DHfK Leipzig,29,29
LIQUI MOLY HBL 2022/23,HC Erlangen vs MT Melsungen,2022-09-25 14:05,34:34,Final,Round: 5,HC Erlangen,MT Melsungen,34,34
LIQUI MOLY HBL 2022/23,TSV Hannover-Burgdorf vs THW Kiel,2022-09-25 12:00,27:29,Final,Round: 5,TSV Hannover-Burgdorf,THW Kiel,27,29
LIQUI MOLY HBL 2022/23,HSG Wetzlar vs FRISCH AUF! Göppingen,2022-09-24 16:30,25:25,Final,Round: 5,HSG Wetzlar,FRISCH AUF! Göppingen,25,25
LIQUI MOLY HBL 2022/23,Rhein-Neckar Löwen vs SG Flensburg-Handewitt,2022-09-24 14:30,28:27,Final,Round: 5,Rhein-Neckar Löwen,SG Flensburg-Handewitt,28,27
LIQUI MOLY HBL 2022/23,Füchse Berlin vs ASV Hamm-Westfalen,2022-09-22 17:05,37:26,Final,Round: 5,Füchse Berlin,ASV Hamm-Westfalen,37,26
LIQUI MOLY HBL 2022/23,VfL Gummersbach vs TVB Stuttgart,2022-09-22 17:05,29:24,Final,Round: 5,VfL Gummersbach,TVB Stuttgart,29,24
LIQUI MOLY HBL 2022/23,Handball Sport Verein Hamburg vs Bergischer HC,2022-09-22 17:05,33:23,Final,Round: 5,Handball Sport Verein Hamburg,Bergischer HC,33,23
LIQUI MOLY HBL 2022/23,SC DHfK Leipzig vs HC Erlangen,2022-09-22 17:05,32:29,Final,Round: 6,SC DHfK Leipzig,HC Erlangen,32,29
LIQUI MOLY HBL 2022/23,MT Melsungen vs TSV Hannover-Burgdorf,2022-09-18 14:05,28:31,Final,Round: 4,MT Melsungen,TSV Hannover-Burgdorf,28,31
LIQUI MOLY HBL 2022/23,SC DHfK Leipzig vs Handball Sport Verein Hamburg,2022-09-18 14:05,22:23,Final,Round: 4,SC DHfK Leipzig,Handball Sport Verein Hamburg,22,23
LIQUI MOLY HBL 2022/23,HSG Wetzlar vs VfL Gummersbach,2022-09-18 14:05,29:30,Final,Round: 4,HSG Wetzlar,VfL Gummersbach,29,30
LIQUI MOLY HBL 2022/23,GWD Minden vs THW Kiel,2022-09-18 14:05,18:34,Final,Round: 4,GWD Minden,THW Kiel,18,34
LIQUI MOLY HBL 2022/23,FRISCH AUF! Göppingen vs SC Magdeburg,2022-09-18 12:00,26:31,Final,Round: 4,FRISCH AUF! Göppingen,SC Magdeburg,26,31
LIQUI MOLY HBL 2022/23,TVB Stuttgart vs Rhein-Neckar Löwen,2022-09-17 18:30,30:43,Final,Round: 4,TVB Stuttgart,Rhein-Neckar Löwen,30,43
LIQUI MOLY HBL 2022/23,ASV Hamm-Westfalen vs HC Erlangen,2022-09-17 16:30,29:32,Final,Round: 4,ASV Hamm-Westfalen,HC Erlangen,29,32
LIQUI MOLY HBL 2022/23,Rhein-Neckar Löwen vs SC DHfK Leipzig,2022-09-15 17:05,30:24,Final,Round: 3,Rhein-Neckar Löwen,SC DHfK Leipzig,30,24
LIQUI MOLY HBL 2022/23,SG Flensburg-Handewitt vs Füchse Berlin,2022-09-15 17:05,31:31,Final,Round: 4,SG Flensburg-Handewitt,Füchse Berlin,31,31
LIQUI MOLY HBL 2022/23,Bergischer HC vs TBV Lemgo Lippe,2022-09-15 17:05,32:28,Final,Round: 4,Bergischer HC,TBV Lemgo Lippe,32,28
LIQUI MOLY HBL 2022/23,SC Magdeburg vs HSG Wetzlar,2022-09-11 16:15,32:28,Final,Round: 3,SC Magdeburg,HSG Wetzlar,32,28
LIQUI MOLY HBL 2022/23,HC Erlangen vs FRISCH AUF! Göppingen,2022-09-11 14:05,34:28,Final,Round: 3,HC Erlangen,FRISCH AUF! Göppingen,34,28
LIQUI MOLY HBL 2022/23,VfL Gummersbach vs ASV Hamm-Westfalen,2022-09-11 14:05,29:28,Final,Round: 3,VfL Gummersbach,ASV Hamm-Westfalen,29,28
LIQUI MOLY HBL 2022/23,Handball Sport Verein Hamburg vs GWD Minden,2022-09-11 14:05,27:21,Final,Round: 3,Handball Sport Verein Hamburg,GWD Minden,27,21
LIQUI MOLY HBL 2022/23,THW Kiel vs Bergischer HC,2022-09-11 12:00,35:29,Final,Round: 3,THW Kiel,Bergischer HC,35,29
LIQUI MOLY HBL 2022/23,Füchse Berlin vs TVB Stuttgart,2022-09-10 18:30,31:21,Final,Round: 3,Füchse Berlin,TVB Stuttgart,31,21
LIQUI MOLY HBL 2022/23,TBV Lemgo Lippe vs MT Melsungen,2022-09-10 18:30,28:28,Final,Round: 3,TBV Lemgo Lippe,MT Melsungen,28,28
LIQUI MOLY HBL 2022/23,TSV Hannover-Burgdorf vs SG Flensburg-Handewitt,2022-09-10 16:30,25:35,Final,Round: 3,TSV Hannover-Burgdorf,SG Flensburg-Handewitt,25,35
LIQUI MOLY HBL 2022/23,MT Melsungen vs Handball Sport Verein Hamburg,2022-09-08 17:05,30:27,Final,Round: 2,MT Melsungen,Handball Sport Verein Hamburg,30,27
LIQUI MOLY HBL 2022/23,TVB Stuttgart vs HC Erlangen,2022-09-08 17:05,27:29,Final,Round: 2,TVB Stuttgart,HC Erlangen,27,29
LIQUI MOLY HBL 2022/23,ASV Hamm-Westfalen vs Rhein-Neckar Löwen,2022-09-08 17:05,30:35,Final,Round: 2,ASV Hamm-Westfalen,Rhein-Neckar Löwen,30,35
LIQUI MOLY HBL 2022/23,VfL Gummersbach vs SC Magdeburg,2022-09-08 17:05,28:30,Final,Round: 2,VfL Gummersbach,SC Magdeburg,28,30
