sezon,mecz,data,wynik,status,runda,druzyna_domowa,druzyna_goscinna,bramki_domowe,bramki_goscinne
LIQUI MOLY HBL 2022/23,SG Flensburg-Handewitt vs GWD Minden,2022-09-07 17:05,36:23,Final,Round: 2,SG Flensburg-Handewitt,GWD Minden,36,23
LIQUI MOLY HBL 2022/23,SC DHfK Leipzig vs THW Kiel,2022-09-07 17:05,22:32,Final,Round: 2,SC DHfK Leipzig,THW Kiel,22,32
LIQUI MOLY HBL 2022/23,HSG Wetzlar vs Füchse Berlin,2022-09-07 17:05,25:37,Final,Round: 2,HSG Wetzlar,Füchse Berlin,25,37
LIQUI MOLY HBL 2022/23,FRISCH AUF! Göppingen vs TBV Lemgo Lippe,2022-09-07 17:05,34:31,Final,Round: 2,FRISCH AUF! Göppingen,TBV Lemgo Lippe,34,31
LIQUI MOLY HBL 2022/23,Bergischer HC vs TSV Hannover-Burgdorf,2022-09-07 17:05,22:23,Final,Round: 2,Bergischer HC,TSV Hannover-Burgdorf,22,23
LIQUI MOLY HBL 2022/23,THW Kiel vs TVB Stuttgart,2022-09-04 14:05,36:23,Final,Round: 1,THW Kiel,TVB Stuttgart,36,23
LIQUI MOLY HBL 2022/23,Füchse Berlin vs FRISCH AUF! Göppingen,2022-09-04 14:05,34:27,Final,Round: 1,Füchse Berlin,FRISCH AUF! Göppingen,34,27
LIQUI MOLY HBL 2022/23,GWD Minden vs Bergischer HC,2022-09-04 14:05,25:28,Final,Round: 1,GWD Minden,Bergischer HC,25,28
LIQUI MOLY HBL 2022/23,SC Magdeburg vs ASV Hamm-Westfalen,2022-09-04 12:00,31:23,Final,Round: 1,SC Magdeburg,ASV Hamm-Westfalen,31,23
LIQUI MOLY HBL 2022/23,Rhein-Neckar Löwen vs MT Melsungen,2022-09-03 18:30,36:25,Final,Round: 1,Rhein-Neckar Löwen,MT Melsungen,36,25
LIQUI MOLY HBL 2022/23,TSV Hannover-Burgdorf vs SC DHfK Leipzig,2022-09-01 17:05,25:22,Final,Round: 1,TSV Hannover-Burgdorf,SC DHfK Leipzig,25,22
LIQUI MOLY HBL 2022/23,TBV Lemgo Lippe vs VfL Gummersbach,2022-09-01 17:05,26:30,Final,Round: 1,TBV Lemgo Lippe,VfL Gummersbach,26,30
LIQUI MOLY HBL 2022/23,HC Erlangen vs HSG Wetzlar,2022-09-01 17:05,31:27,Final,Round: 1,HC Erlangen,HSG Wetzlar,31,27
LIQUI MOLY HBL 2022/23,Handball Sport Verein Hamburg vs SG Flensburg-Handewitt,2022-09-01 17:05,30:31,Final,Round: 1,Handball Sport Verein Hamburg,SG Flensburg-Handewitt,30,31
LIQUI MOLY HBL 2023/24,MT Melsungen vs THW Kiel,2024-06-02 14:30,23:23,Final,Round: 34,MT Melsungen,THW Kiel,23,23
LIQUI MOLY HBL 2023/24,TSV Hannover-Burgdorf vs HC Erlangen,2024-06-02 14:30,27:23,Final,Round: 34,TSV Hannover-Burgdorf,HC Erlangen,27,23
LIQUI MOLY HBL 2023/24,SC DHfK Leipzig vs Rhein-Neckar Löwen,2024-06-02 14:30,29:24,Final,Round: 34,SC DHfK Leipzig,Rhein-Neckar Löwen,29,24
LIQUI MOLY HBL 2023/24,HBW Balingen-Weilstetten vs Handball Sport Verein Hamburg,2024-06-02 14:30,37:30,Final,Round: 34,HBW Balingen-Weilstetten,Handball Sport Verein Hamburg,37,30
LIQUI MOLY HBL 2023/24,SC Magdeburg vs HSG Wetzlar,2024-06-02 14:30,37:34,Final,Round: 34,SC Magdeburg,HSG Wetzlar,37,34
LIQUI MOLY HBL 2023/24,Bergischer HC vs SG Flensburg-Handewitt,2024-06-02 14:30,30:40,Final,Round: 34,Bergischer HC,SG Flensburg-Handewitt,30,40
LIQUI MOLY HBL 2023/24,TVB Stuttgart vs TBV Lemgo Lippe,2024-06-02 14:30,29:27,Final,Round: 34,TVB Stuttgart,TBV Lemgo Lippe,29,27
LIQUI MOLY HBL 2023/24,VfL Gummersbach vs FRISCH AUF! Göppingen,2024-06-02 14:30,33:32,Final,Round: 34,VfL Gummersbach,FRISCH AUF! Göppingen,33,32
LIQUI MOLY HBL 2023/24,ThSV Eisenach vs Füchse Berlin,2024-06-02 14:30,27:31,Final,Round: 34,ThSV Eisenach,Füchse Berlin,27,31
LIQUI MOLY HBL 2023/24,Füchse Berlin vs Bergischer HC,2024-05-30 18:30,29:30,Final,Round: 33,Füchse Berlin,Bergischer HC,29,30
LIQUI MOLY HBL 2023/24,Rhein-Neckar Löwen vs SC Magdeburg,2024-05-30 18:30,21:34,Final,Round: 33,Rhein-Neckar Löwen,SC Magdeburg,21,34
LIQUI MOLY HBL 2023/24,SG Flensburg-Handewitt vs VfL Gummersbach,2024-05-30 17:00,28:34,Final,Round: 33,SG Flensburg-Handewitt,VfL Gummersbach,28,34
LIQUI MOLY HBL 2023/24,FRISCH AUF! Göppingen vs MT Melsungen,2024-05-29 18:30,22:32,Final,Round: 33,FRISCH AUF! Göppingen,MT Melsungen,22,32
LIQUI MOLY HBL 2023/24,Handball Sport Verein Hamburg vs ThSV Eisenach,2024-05-29 17:00,33:29,Final,Round: 33,Handball Sport Verein Hamburg,ThSV Eisenach,33,29
LIQUI MOLY HBL 2023/24,HC Erlangen vs TVB Stuttgart,2024-05-29 17:00,26:23,Final,Round: 33,HC Erlangen,TVB Stuttgart,26,23
LIQUI MOLY HBL 2023/24,TBV Lemgo Lippe vs HBW Balingen-Weilstetten,2024-05-29 17:00,37:27,Final,Round: 33,TBV Lemgo Lippe,HBW Balingen-Weilstetten,37,27
LIQUI MOLY HBL 2023/24,HSG Wetzlar vs TSV Hannover-Burgdorf,2024-05-29 17:00,32:32,Final,Round: 33,HSG Wetzlar,TSV Hannover-Burgdorf,32,32
LIQUI MOLY HBL 2023/24,THW Kiel vs SC DHfK Leipzig,2024-05-29 17:00,37:28,Final,Round: 33,THW Kiel,SC DHfK Leipzig,37,28
LIQUI MOLY HBL 2023/24,VfL Gummersbach vs THW Kiel,2024-05-26 14:30,40:29,Final,Round: 19,VfL Gummersbach,THW Kiel,40,29
LIQUI MOLY HBL 2023/24,SC Magdeburg vs SC DHfK Leipzig,2024-05-26 14:00,30:28,Final,Round: 23,SC Magdeburg,SC DHfK Leipzig,30,28
LIQUI MOLY HBL 2023/24,SC Magdeburg vs HBW Balingen-Weilstetten,2024-05-23 17:00,43:29,Final,Round: 30,SC Magdeburg,HBW Balingen-Weilstetten,43,29
LIQUI MOLY HBL 2023/24,THW Kiel vs FRISCH AUF! Göppingen,2024-05-20 17:00,32:27,Final,Round: 32,THW Kiel,FRISCH AUF! Göppingen,32,27
LIQUI MOLY HBL 2023/24,Bergischer HC vs TBV Lemgo Lippe,2024-05-19 14:30,31:31,Final,Round: 32,Bergischer HC,TBV Lemgo Lippe,31,31
LIQUI MOLY HBL 2023/24,VfL Gummersbach vs Rhein-Neckar Löwen,2024-05-19 13:00,31:26,Final,Round: 32,VfL Gummersbach,Rhein-Neckar Löwen,31,26
LIQUI MOLY HBL 2023/24,HC Erlangen vs SC Magdeburg,2024-05-18 17:00,27:32,Final,Round: 12,HC Erlangen,SC Magdeburg,27,32
LIQUI MOLY HBL 2023/24,TSV Hannover-Burgdorf vs Füchse Berlin,2024-05-18 17:00,25:28,Final,Round: 32,TSV Hannover-Burgdorf,Füchse Berlin,25,28
LIQUI MOLY HBL 2023/24,ThSV Eisenach vs SG Flensburg-Handewitt,2024-05-18 17:00,28:27,Final,Round: 32,ThSV Eisenach,SG Flensburg-Handewitt,28,27
LIQUI MOLY HBL 2023/24,SC DHfK Leipzig vs Handball Sport Verein Hamburg,2024-05-18 16:00,39:27,Final,Round: 32,SC DHfK Leipzig,Handball Sport Verein Hamburg,39,27
LIQUI MOLY HBL 2023/24,TVB Stuttgart vs HBW Balingen-Weilstetten,2024-05-17 18:00,30:27,Final,Round: 32,TVB Stuttgart,HBW Balingen-Weilstetten,30,27
LIQUI MOLY HBL 2023/24,MT Melsungen vs HSG Wetzlar,2024-05-17 17:00,21:23,Final,Round: 32,MT Melsungen,HSG Wetzlar,21,23
LIQUI MOLY HBL 2023/24,THW Kiel vs Rhein-Neckar Löwen,2024-05-16 17:00,26:30,Final,Round: 30,THW Kiel,Rhein-Neckar Löwen,26,30
LIQUI MOLY HBL 2023/24,Handball Sport Verein Hamburg vs SG Flensburg-Handewitt,2024-05-15 17:00,30:41,Final,Round: 20,Handball Sport Verein Hamburg,SG Flensburg-Handewitt,30,41
LIQUI MOLY HBL 2023/24,TBV Lemgo Lippe vs SC Magdeburg,2024-05-05 16:00,28:34,Final,Round: 31,TBV Lemgo Lippe,SC Magdeburg,28,34
LIQUI MOLY HBL 2023/24,HSG Wetzlar vs THW Kiel,2024-05-05 14:30,27:29,Final,Round: 31,HSG Wetzlar,THW Kiel,27,29
LIQUI MOLY HBL 2023/24,Füchse Berlin vs VfL Gummersbach,2024-05-05 13:00,29:26,Final,Round: 31,Füchse Berlin,VfL Gummersbach,29,26
LIQUI MOLY HBL 2023/24,Rhein-Neckar Löwen vs TSV Hannover-Burgdorf,2024-05-04 18:30,27:29,Final,Round: 31,Rhein-Neckar Löwen,TSV Hannover-Burgdorf,27,29
LIQUI MOLY HBL 2023/24,SG Flensburg-Handewitt vs TVB Stuttgart,2024-05-04 17:00,39:31,Final,Round: 31,SG Flensburg-Handewitt,TVB Stuttgart,39,31
LIQUI MOLY HBL 2023/24,HBW Balingen-Weilstetten vs ThSV Eisenach,2024-05-03 18:00,21:34,Final,Round: 31,HBW Balingen-Weilstetten,ThSV Eisenach,21,34
LIQUI MOLY HBL 2023/24,FRISCH AUF! Göppingen vs SC DHfK Leipzig,2024-05-03 17:00,27:30,Final,Round: 31,FRISCH AUF! Göppingen,SC DHfK Leipzig,27,30
LIQUI MOLY HBL 2023/24,Handball Sport Verein Hamburg vs Bergischer HC,2024-05-02 17:00,32:30,Final,Round: 31,Handball Sport Verein Hamburg,Bergischer HC,32,30
LIQUI MOLY HBL 2023/24,HC Erlangen vs MT Melsungen,2024-05-01 17:00,31:31,Final,Round: 31,HC Erlangen,MT Melsungen,31,31
LIQUI MOLY HBL 2023/24,Bergischer HC vs HC Erlangen,2024-04-28 14:30,28:25,Final,Round: 30,Bergischer HC,HC Erlangen,28,25
LIQUI MOLY HBL 2023/24,TVB Stuttgart vs Handball Sport Verein Hamburg,2024-04-28 13:00,35:26,Final,Round: 30,TVB Stuttgart,Handball Sport Verein Hamburg,35,26
LIQUI MOLY HBL 2023/24,MT Melsungen vs Füchse Berlin,2024-04-27 18:30,30:28,Final,Round: 30,MT Melsungen,Füchse Berlin,30,28
LIQUI MOLY HBL 2023/24,VfL Gummersbach vs HSG Wetzlar,2024-04-27 17:00,35:28,Final,Round: 30,VfL Gummersbach,HSG Wetzlar,35,28
LIQUI MOLY HBL 2023/24,TSV Hannover-Burgdorf vs FRISCH AUF! Göppingen,2024-04-26 18:00,33:26,Final,Round: 30,TSV Hannover-Burgdorf,FRISCH AUF! Göppingen,33,26
LIQUI MOLY HBL 2023/24,ThSV Eisenach vs TBV Lemgo Lippe,2024-04-26 18:00,25:30,Final,Round: 30,ThSV Eisenach,TBV Lemgo Lippe,25,30
LIQUI MOLY HBL 2023/24,SC DHfK Leipzig vs SG Flensburg-Handewitt,2024-04-26 17:00,32:35,Final,Round: 30,SC DHfK Leipzig,SG Flensburg-Handewitt,32,35
LIQUI MOLY HBL 2023/24,HC Erlangen vs SC DHfK Leipzig,2024-04-21 14:30,26:29,Final,Round: 29,HC Erlangen,SC DHfK Leipzig,26,29
LIQUI MOLY HBL 2023/24,Handball Sport Verein Hamburg vs VfL Gummersbach,2024-04-21 13:00,33:33,Final,Round: 29,Handball Sport Verein Hamburg,VfL Gummersbach,33,33
LIQUI MOLY HBL 2023/24,Füchse Berlin vs THW Kiel,2024-04-21 12:05,32:32,Final,Round: 29,Füchse Berlin,THW Kiel,32,32
LIQUI MOLY HBL 2023/24,ThSV Eisenach vs TVB Stuttgart,2024-04-20 17:00,33:28,Final,Round: 29,ThSV Eisenach,TVB Stuttgart,33,28
LIQUI MOLY HBL 2023/24,SG Flensburg-Handewitt vs SC Magdeburg,2024-04-19 18:00,29:32,Final,Round: 29,SG Flensburg-Handewitt,SC Magdeburg,29,32
LIQUI MOLY HBL 2023/24,HBW Balingen-Weilstetten vs Bergischer HC,2024-04-19 17:00,21:25,Final,Round: 29,HBW Balingen-Weilstetten,Bergischer HC,21,25
LIQUI MOLY HBL 2023/24,FRISCH AUF! Göppingen vs HSG Wetzlar,2024-04-18 17:00,32:27,Final,Round: 29,FRISCH AUF! Göppingen,HSG Wetzlar,32,27
LIQUI MOLY HBL 2023/24,TBV Lemgo Lippe vs TSV Hannover-Burgdorf,2024-04-18 17:00,28:23,Final,Round: 29,TBV Lemgo Lippe,TSV Hannover-Burgdorf,28,23
LIQUI MOLY HBL 2023/24,Rhein-Neckar Löwen vs MT Melsungen,2024-04-18 17:00,23:28,Final,Round: 29,Rhein-Neckar Löwen,MT Melsungen,23,28
LIQUI MOLY HBL 2023/24,Rhein-Neckar Löwen vs Bergischer HC,2024-04-12 18:00,35:29,Final,Round: 20,Rhein-Neckar Löwen,Bergischer HC,35,29
LIQUI MOLY HBL 2023/24,Handball Sport Verein Hamburg vs THW Kiel,2024-04-12 18:00,28:28,Final,Round: 25,Handball Sport Verein Hamburg,THW Kiel,28,28
LIQUI MOLY HBL 2023/24,SC DHfK Leipzig vs TSV Hannover-Burgdorf,2024-04-12 17:00,26:27,Final,Round: 21,SC DHfK Leipzig,TSV Hannover-Burgdorf,26,27
LIQUI MOLY HBL 2023/24,HSG Wetzlar vs Rhein-Neckar Löwen,2024-04-07 16:00,30:27,Final,Round: 28,HSG Wetzlar,Rhein-Neckar Löwen,30,27
LIQUI MOLY HBL 2023/24,SC DHfK Leipzig vs TBV Lemgo Lippe,2024-04-07 14:30,29:28,Final,Round: 28,SC DHfK Leipzig,TBV Lemgo Lippe,29,28
LIQUI MOLY HBL 2023/24,SC Magdeburg vs TVB Stuttgart,2024-04-07 14:30,40:31,Final,Round: 28,SC Magdeburg,TVB Stuttgart,40,31
LIQUI MOLY HBL 2023/24,Bergischer HC vs ThSV Eisenach,2024-04-07 13:00,27:30,Final,Round: 28,Bergischer HC,ThSV Eisenach,27,30
LIQUI MOLY HBL 2023/24,MT Melsungen vs SG Flensburg-Handewitt,2024-04-06 18:30,25:25,Final,Round: 28,MT Melsungen,SG Flensburg-Handewitt,25,25
LIQUI MOLY HBL 2023/24,THW Kiel vs HC Erlangen,2024-04-06 17:00,31:27,Final,Round: 28,THW Kiel,HC Erlangen,31,27
LIQUI MOLY HBL 2023/24,TSV Hannover-Burgdorf vs Handball Sport Verein Hamburg,2024-04-05 18:00,25:26,Final,Round: 28,TSV Hannover-Burgdorf,Handball Sport Verein Hamburg,25,26
LIQUI MOLY HBL 2023/24,VfL Gummersbach vs HBW Balingen-Weilstetten,2024-04-05 17:00,33:25,Final,Round: 28,VfL Gummersbach,HBW Balingen-Weilstetten,33,25
LIQUI MOLY HBL 2023/24,FRISCH AUF! Göppingen vs Füchse Berlin,2024-04-04 17:00,27:32,Final,Round: 28,FRISCH AUF! Göppingen,Füchse Berlin,27,32
LIQUI MOLY HBL 2023/24,Handball Sport Verein Hamburg vs MT Melsungen,2024-04-01 14:30,29:22,Final,Round: 27,Handball Sport Verein Hamburg,MT Melsungen,29,22
LIQUI MOLY HBL 2023/24,TBV Lemgo Lippe vs THW Kiel,2024-03-31 16:00,27:28,Final,Round: 27,TBV Lemgo Lippe,THW Kiel,27,28
LIQUI MOLY HBL 2023/24,Füchse Berlin vs HSG Wetzlar,2024-03-31 14:30,32:30,Final,Round: 27,Füchse Berlin,HSG Wetzlar,32,30
LIQUI MOLY HBL 2023/24,Rhein-Neckar Löwen vs FRISCH AUF! Göppingen,2024-03-31 14:30,33:29,Final,Round: 27,Rhein-Neckar Löwen,FRISCH AUF! Göppingen,33,29
LIQUI MOLY HBL 2023/24,ThSV Eisenach vs SC Magdeburg,2024-03-31 14:00,25:35,Final,Round: 27,ThSV Eisenach,SC Magdeburg,25,35
LIQUI MOLY HBL 2023/24,HC Erlangen vs VfL Gummersbach,2024-03-31 13:00,31:34,Final,Round: 27,HC Erlangen,VfL Gummersbach,31,34
LIQUI MOLY HBL 2023/24,SG Flensburg-Handewitt vs TSV Hannover-Burgdorf,2024-03-30 19:30,31:28,Final,Round: 27,SG Flensburg-Handewitt,TSV Hannover-Burgdorf,31,28
LIQUI MOLY HBL 2023/24,HBW Balingen-Weilstetten vs SC DHfK Leipzig,2024-03-30 18:00,17:25,Final,Round: 27,HBW Balingen-Weilstetten,SC DHfK Leipzig,17,25
LIQUI MOLY HBL 2023/24,TVB Stuttgart vs Bergischer HC,2024-03-28 18:00,27:26,Final,Round: 27,TVB Stuttgart,Bergischer HC,27,26
LIQUI MOLY HBL 2023/24,Bergischer HC vs SC Magdeburg,2024-03-24 17:00,27:30,Final,Round: 26,Bergischer HC,SC Magdeburg,27,30
LIQUI MOLY HBL 2023/24,Füchse Berlin vs HBW Balingen-Weilstetten,2024-03-24 15:30,35:34,Final,Round: 20,Füchse Berlin,HBW Balingen-Weilstetten,35,34
LIQUI MOLY HBL 2023/24,FRISCH AUF! Göppingen vs HC Erlangen,2024-03-24 15:30,32:29,Final,Round: 26,FRISCH AUF! Göppingen,HC Erlangen,32,29
LIQUI MOLY HBL 2023/24,VfL Gummersbach vs TVB Stuttgart,2024-03-24 15:30,35:27,Final,Round: 26,VfL Gummersbach,TVB Stuttgart,35,27
LIQUI MOLY HBL 2023/24,SC DHfK Leipzig vs ThSV Eisenach,2024-03-24 14:00,29:31,Final,Round: 26,SC DHfK Leipzig,ThSV Eisenach,29,31
LIQUI MOLY HBL 2023/24,HSG Wetzlar vs Handball Sport Verein Hamburg,2024-03-23 18:00,25:27,Final,Round: 26,HSG Wetzlar,Handball Sport Verein Hamburg,25,27
LIQUI MOLY HBL 2023/24,THW Kiel vs SG Flensburg-Handewitt,2024-03-23 14:40,26:33,Final,Round: 26,THW Kiel,SG Flensburg-Handewitt,26,33
LIQUI MOLY HBL 2023/24,MT Melsungen vs TBV Lemgo Lippe,2024-03-22 19:00,26:25,Final,Round: 26,MT Melsungen,TBV Lemgo Lippe,26,25
LIQUI MOLY HBL 2023/24,Rhein-Neckar Löwen vs Füchse Berlin,2024-03-21 19:00,28:36,Final,Round: 26,Rhein-Neckar Löwen,Füchse Berlin,28,36
LIQUI MOLY HBL 2023/24,TSV Hannover-Burgdorf vs HBW Balingen-Weilstetten,2024-03-21 18:00,35:26,Final,Round: 26,TSV Hannover-Burgdorf,HBW Balingen-Weilstetten,35,26
LIQUI MOLY HBL 2023/24,SC Magdeburg vs HC Erlangen,2024-03-21 18:00,27:22,Final,Round: 32,SC Magdeburg,HC Erlangen,27,22
LIQUI MOLY HBL 2023/24,Bergischer HC vs VfL Gummersbach,2024-03-10 15:30,24:31,Final,Round: 25,Bergischer HC,VfL Gummersbach,24,31
LIQUI MOLY HBL 2023/24,SC Magdeburg vs Füchse Berlin,2024-03-10 15:00,31:28,Final,Round: 25,SC Magdeburg,Füchse Berlin,31,28
LIQUI MOLY HBL 2023/24,SG Flensburg-Handewitt vs FRISCH AUF! Göppingen,2024-03-10 14:00,35:30,Final,Round: 25,SG Flensburg-Handewitt,FRISCH AUF! Göppingen,35,30
LIQUI MOLY HBL 2023/24,HC Erlangen vs Rhein-Neckar Löwen,2024-03-09 18:00,28:23,Final,Round: 25,HC Erlangen,Rhein-Neckar Löwen,28,23
LIQUI MOLY HBL 2023/24,ThSV Eisenach vs TSV Hannover-Burgdorf,2024-03-08 19:00,31:31,Final,Round: 25,ThSV Eisenach,TSV Hannover-Burgdorf,31,31
LIQUI MOLY HBL 2023/24,HBW Balingen-Weilstetten vs MT Melsungen,2024-03-08 18:00,22:25,Final,Round: 25,HBW Balingen-Weilstetten,MT Melsungen,22,25
LIQUI MOLY HBL 2023/24,TBV Lemgo Lippe vs HSG Wetzlar,2024-03-07 18:00,31:23,Final,Round: 25,TBV Lemgo Lippe,HSG Wetzlar,31,23
LIQUI MOLY HBL 2023/24,TVB Stuttgart vs SC DHfK Leipzig,2024-03-07 18:00,25:27,Final,Round: 25,TVB Stuttgart,SC DHfK Leipzig,25,27
LIQUI MOLY HBL 2023/24,FRISCH AUF! Göppingen vs TBV Lemgo Lippe,2024-03-04 18:00,26:32,Final,Round: 24,FRISCH AUF! Göppingen,TBV Lemgo Lippe,26,32
LIQUI MOLY HBL 2023/24,SC DHfK Leipzig vs MT Melsungen,2024-03-03 15:30,32:27,Final,Round: 20,SC DHfK Leipzig,MT Melsungen,32,27
LIQUI MOLY HBL 2023/24,Füchse Berlin vs HC Erlangen,2024-03-03 14:00,39:32,Final,Round: 24,Füchse Berlin,HC Erlangen,39,32
LIQUI MOLY HBL 2023/24,VfL Gummersbach vs SC Magdeburg,2024-03-02 19:30,30:38,Final,Round: 24,VfL Gummersbach,SC Magdeburg,30,38
LIQUI MOLY HBL 2023/24,HSG Wetzlar vs SG Flensburg-Handewitt,2024-03-02 18:00,30:31,Final,Round: 24,HSG Wetzlar,SG Flensburg-Handewitt,30,31
LIQUI MOLY HBL 2023/24,THW Kiel vs HBW Balingen-Weilstetten,2024-03-02 18:00,36:29,Final,Round: 24,THW Kiel,HBW Balingen-Weilstetten,36,29
LIQUI MOLY HBL 2023/24,Rhein-Neckar Löwen vs Handball Sport Verein Hamburg,2024-02-29 19:30,34:36,Final,Round: 24,Rhein-Neckar Löwen,Handball Sport Verein Hamburg,34,36
LIQUI MOLY HBL 2023/24,MT Melsungen vs ThSV Eisenach,2024-02-29 18:00,27:26,Final,Round: 24,MT Melsungen,ThSV Eisenach,27,26
LIQUI MOLY HBL 2023/24,TSV Hannover-Burgdorf vs TVB Stuttgart,2024-02-29 18:00,33:30,Final,Round: 24,TSV Hannover-Burgdorf,TVB Stuttgart,33,30
LIQUI MOLY HBL 2023/24,SC DHfK Leipzig vs Bergischer HC,2024-02-29 18:00,33:22,Final,Round: 24,SC DHfK Leipzig,Bergischer HC,33,22
LIQUI MOLY HBL 2023/24,Handball Sport Verein Hamburg vs FRISCH AUF! Göppingen,2024-02-25 15:30,33:31,Final,Round: 23,Handball Sport Verein Hamburg,FRISCH AUF! Göppingen,33,31
LIQUI MOLY HBL 2023/24,THW Kiel vs ThSV Eisenach,2024-02-25 15:30,31:27,Final,Round: 23,THW Kiel,ThSV Eisenach,31,27
LIQUI MOLY HBL 2023/24,SG Flensburg-Handewitt vs Füchse Berlin,2024-02-25 14:00,31:31,Final,Round: 23,SG Flensburg-Handewitt,Füchse Berlin,31,31
LIQUI MOLY HBL 2023/24,HBW Balingen-Weilstetten vs Rhein-Neckar Löwen,2024-02-24 19:30,31:33,Final,Round: 23,HBW Balingen-Weilstetten,Rhein-Neckar Löwen,31,33
LIQUI MOLY HBL 2023/24,HC Erlangen vs HSG Wetzlar,2024-02-24 18:00,26:27,Final,Round: 23,HC Erlangen,HSG Wetzlar,26,27
LIQUI MOLY HBL 2023/24,Bergischer HC vs TSV Hannover-Burgdorf,2024-02-24 18:00,26:29,Final,Round: 23,Bergischer HC,TSV Hannover-Burgdorf,26,29
LIQUI MOLY HBL 2023/24,TBV Lemgo Lippe vs VfL Gummersbach,2024-02-23 19:00,23:26,Final,Round: 23,TBV Lemgo Lippe,VfL Gummersbach,23,26
LIQUI MOLY HBL 2023/24,TVB Stuttgart vs MT Melsungen,2024-02-22 18:00,33:31,Final,Round: 23,TVB Stuttgart,MT Melsungen,33,31
LIQUI MOLY HBL 2023/24,VfL Gummersbach vs SC DHfK Leipzig,2024-02-19 18:00,30:29,Final,Round: 22,VfL Gummersbach,SC DHfK Leipzig,30,29
LIQUI MOLY HBL 2023/24,TSV Hannover-Burgdorf vs SC Magdeburg,2024-02-18 15:30,28:27,Final,Round: 22,TSV Hannover-Burgdorf,SC Magdeburg,28,27
LIQUI MOLY HBL 2023/24,THW Kiel vs TVB Stuttgart,2024-02-18 15:30,39:36,Final,Round: 22,THW Kiel,TVB Stuttgart,39,36
LIQUI MOLY HBL 2023/24,Rhein-Neckar Löwen vs SG Flensburg-Handewitt,2024-02-18 14:00,26:35,Final,Round: 22,Rhein-Neckar Löwen,SG Flensburg-Handewitt,26,35
LIQUI MOLY HBL 2023/24,Füchse Berlin vs TBV Lemgo Lippe,2024-02-17 18:00,30:26,Final,Round: 22,Füchse Berlin,TBV Lemgo Lippe,30,26
LIQUI MOLY HBL 2023/24,MT Melsungen vs Bergischer HC,2024-02-16 19:00,31:26,Final,Round: 22,MT Melsungen,Bergischer HC,31,26
LIQUI MOLY HBL 2023/24,HC Erlangen vs Handball Sport Verein Hamburg,2024-02-16 18:00,30:28,Final,Round: 22,HC Erlangen,Handball Sport Verein Hamburg,30,28
LIQUI MOLY HBL 2023/24,FRISCH AUF! Göppingen vs ThSV Eisenach,2024-02-15 18:00,35:31,Final,Round: 22,FRISCH AUF! Göppingen,ThSV Eisenach,35,31
LIQUI MOLY HBL 2023/24,HSG Wetzlar vs HBW Balingen-Weilstetten,2024-02-15 18:00,16:21,Final,Round: 22,HSG Wetzlar,HBW Balingen-Weilstetten,16,21
LIQUI MOLY HBL 2023/24,Handball Sport Verein Hamburg vs Füchse Berlin,2024-02-11 17:00,30:32,Final,Round: 21,Handball Sport Verein Hamburg,Füchse Berlin,30,32
LIQUI MOLY HBL 2023/24,Bergischer HC vs THW Kiel,2024-02-11 17:00,25:29,Final,Round: 21,Bergischer HC,THW Kiel,25,29
LIQUI MOLY HBL 2023/24,TVB Stuttgart vs HSG Wetzlar,2024-02-11 17:00,30:25,Final,Round: 21,TVB Stuttgart,HSG Wetzlar,30,25
LIQUI MOLY HBL 2023/24,TBV Lemgo Lippe vs Rhein-Neckar Löwen,2024-02-11 15:30,33:25,Final,Round: 21,TBV Lemgo Lippe,Rhein-Neckar Löwen,33,25
LIQUI MOLY HBL 2023/24,SG Flensburg-Handewitt vs HC Erlangen,2024-02-11 15:30,32:25,Final,Round: 21,SG Flensburg-Handewitt,HC Erlangen,32,25
LIQUI MOLY HBL 2023/24,SC Magdeburg vs MT Melsungen,2024-02-11 14:00,39:24,Final,Round: 21,SC Magdeburg,MT Melsungen,39,24
LIQUI MOLY HBL 2023/24,HBW Balingen-Weilstetten vs FRISCH AUF! Göppingen,2024-02-10 19:30,30:29,Final,Round: 21,HBW Balingen-Weilstetten,FRISCH AUF! Göppingen,30,29
LIQUI MOLY HBL 2023/24,ThSV Eisenach vs VfL Gummersbach,2024-02-10 18:00,24:26,Final,Round: 21,ThSV Eisenach,VfL Gummersbach,24,26
LIQUI MOLY HBL 2023/24,Füchse Berlin vs SG Flensburg-Handewitt,2024-02-08 19:30,32:31,Final,Round: 12,Füchse Berlin,SG Flensburg-Handewitt,32,31
LIQUI MOLY HBL 2023/24,HC Erlangen vs TBV Lemgo Lippe,2024-02-08 18:00,26:25,Final,Round: 20,HC Erlangen,TBV Lemgo Lippe,26,25
LIQUI MOLY HBL 2023/24,THW Kiel vs SC Magdeburg,2024-02-07 20:30,26:33,Final,Round: 20,THW Kiel,SC Magdeburg,26,33
LIQUI MOLY HBL 2023/24,TSV Hannover-Burgdorf vs VfL Gummersbach,2024-02-07 18:00,32:29,Final,Round: 20,TSV Hannover-Burgdorf,VfL Gummersbach,32,29
LIQUI MOLY HBL 2023/24,FRISCH AUF! Göppingen vs TVB Stuttgart,2024-02-07 18:00,25:25,Final,Round: 20,FRISCH AUF! Göppingen,TVB Stuttgart,25,25
LIQUI MOLY HBL 2023/24,HSG Wetzlar vs ThSV Eisenach,2024-02-07 18:00,31:30,Final,Round: 20,HSG Wetzlar,ThSV Eisenach,31,30
